id,champion_id,slot,name,description,image_path
85,17,R,イナズマフィールド,通常攻撃した敵にマークを付け、1秒後に電撃のダメージを与える。また、発動すると周囲の敵ユニットのシールドを消滅させ、ダメージを与えて短時間のサイレンス効果を与える。,/img/spell/StaticField.png
86,18,P,炎上,スキルで攻撃するたびに対象が炎上し、4秒かけて魔法ダメージを与える。この効果は3回までスタックする。炎上中の敵ユニットを倒すとマナを回復する。チャンピオンまたは大型モンスターに付与されたスタックが最大になると臨界点に達して2秒後に爆発し、周囲の敵にスキル命中時効果を付与して大ダメージを与える。,/img/spell/BrandP.png
87,18,Q,焦炎,指定方向に火の玉を放ち、最初に命中した敵ユニットに魔法ダメージを与える。炎上中の対象は、このスキルが命中するとスタン状態になる。,/img/spell/BrandQ.png
88,18,W,烈火の柱,発動から一瞬遅れて指定地点に火柱を発生させ、範囲内の敵ユニットに魔法ダメージを与える。炎上中の対象は、火柱から受けるダメージが25%増加する。,/img/spell/BrandW.png
89,18,E,焼灼,強力な爆風で対象を攻撃し、周囲の敵も巻き込んで魔法ダメージを与える。炎上中の対象に爆風が命中すると、効果範囲が2倍になる。,/img/spell/BrandE.png
90,18,R,業火,指定した対象に最大5回まで跳ね返る強力な火炎弾を放つ。この火炎弾は自身と付近にいる敵の間で跳ね返り、敵に命中するたびに魔法ダメージを与える。この跳ね返りは、優先的に敵チャンピオンの「炎上」スタックを最大にしようとする。炎上中の対象に命中すると、短い間その対象にスロウを与える。,/img/spell/BrandR.png
91,19,P,漢の拳,通常攻撃を命中させると「漢の拳」がスタックする。スタックが1つ以上ある敵には、<font color='#FFF673'>味方</font>の通常攻撃でも効果がスタックする。 <br><br>スタックが4つ溜まると対象はスタン状態になり、魔法ダメージを受ける。スタン状態になった敵はその後、数秒間はスタックが増加しない。ただしブラウムの攻撃が命中すると追加魔法ダメージを受ける。,/img/spell/Braum_Passive.png
92,19,Q,冬の凍瘡,盾から氷塊を発射し、最初に命中した敵ユニットに魔法ダメージとスロウ効果を与える。<br><br>命中した敵には<font color='#FFF673'>「漢の拳」</font>がスタックする。,/img/spell/BraumQ.png
93,19,W,ワシに任せとけ！,指定した味方チャンピオンまたはミニオンのもとへ跳躍する。付近に敵チャンピオンがいた場合、対象と敵チャンピオンの間に着地する。着地したあと、自身と対象の物理防御と魔法防御を数秒間増加させる。,/img/spell/BraumW.png
94,19,E,不破の盾,指定方向に巨大な盾を掲げ、数秒間すべての遠距離攻撃を体を張って食い止める。盾を構えている間は移動速度が増加し、最初に盾に当たった攻撃のダメージを無効化する。盾を構えている間、同方向から来る攻撃のダメージを軽減する。,/img/spell/BraumE.png
95,19,R,氷河の裂溝,盾を地面にたたきつけて指定方向に地割れを起こし、周囲にいる敵と地割れのライン上にいる敵をノックアップさせる。<br>地割れは短時間持続し、範囲内に入った敵にスロウ効果を付与する。,/img/spell/BraumRWrapper.png
96,20,P,真紅の呪い,通常攻撃とスキルが出血のスタックを付与し、与えたダメージの一定割合にあたる体力を回復する。絶えず飢えているブライアーは、減少体力に応じて回復量が増加するが、体力自動回復は備わっていない。,/img/spell/BriarP.png
97,20,Q,ヘッドラッシュ,ユニットのもとに跳躍して、強烈なかかと落としで敵を攻撃し、対象をスタンさせて物理防御を低下させる。,/img/spell/BriarQ.png
98,20,W,血の狂乱/衝動噛み,前方に跳躍して首枷を破壊し、「血の狂乱」状態になる。効果時間中は最も近くの敵(チャンピオンを優先)を執拗に追いかけて通常攻撃する。狂乱状態では攻撃速度と移動速度が増加し、通常攻撃が対象を中心に範囲ダメージを与えるようになる。<br><br>狂乱中にこのスキルを再発動すると、次の通常攻撃で対象に噛みつき、対象の減少体力に応じて追加ダメージを与える。さらに、与えたダメージに応じて自身の体力を回復する。,/img/spell/BriarW.png
99,20,E,呪福の叫び,精神を集中して「血の狂乱」状態を解除し、エネルギーを溜めて凄まじい叫び声を上げ、敵にダメージとスロウ効果を与える。チャージ中はダメージ軽減効果を獲得し、最大体力の一定割合にあたる体力を回復する。最大までチャージすると、叫び声が敵をノックバックさせる。対象が壁に当たった場合、追加ダメージを与えてスタンさせる。,/img/spell/BriarE.png
100,20,R,迫りくる死,首枷に付けられた魔石ヘモリスを蹴り飛ばし、最初に命中したチャンピオンを獲物としてマークする。その後、獲物まで一直線に飛んでいき、到着時に周囲の他の敵にフィアー効果を与え、完全な渇血状態になる。この間は「血の狂乱」の効果を得て、物理防御、魔法防御、ライフスティール、移動速度が増加し、デスするまで獲物を追いかけ通常攻撃する。,/img/spell/BriarR.png
101,21,P,ヘッドショット,通常攻撃数回ごと、または自身のトラップやネットにかけた対象に、クリティカル率によってダメージが増加する「ヘッドショット」を発射できる。トラップまたはネットにかけた対象に対しては「ヘッドショット」の射程が2倍になる。,/img/spell/Caitlyn_Headshot.png
102,21,Q,ピースメーカー,1秒間ライフルをチャージし、指定方向に貫通弾を発射する。貫通弾は命中した敵ユニットに物理ダメージを与える。<br>(2体目以降へのダメージは徐々に減少する),/img/spell/CaitlynQ.png
103,21,W,ヨードルトラップ,トラップを仕掛ける。トラップに触れた敵チャンピオンに1.5秒間スネア効果を付与し、可視状態にする。また、強化された「ヘッドショット」が1回可能になる。,/img/spell/CaitlynW.png
104,21,E,L-90 カリバーネット,重たいネットを発射して、対象に魔法ダメージとスロウ効果を与える。自身はネットを発射した反動で、反対方向にとぶ。,/img/spell/CaitlynE.png
105,21,R,ブルズアイ,1秒かけて狙いを定め、指定した敵チャンピオンを狙撃する。別の敵チャンピオンが射線を塞いだ場合、弾丸はそのチャンピオンに命中する。,/img/spell/CaitlynR.png
106,22,P,アダプティブディフェンス,敵チャンピオンに通常攻撃すると、その敵の主なダメージの種類(物理または魔法)に応じて、少しの間だけ自身の最大体力の一定割合にあたるシールドを獲得する。,/img/spell/Camille_Passive.png
107,22,Q,プレシジョンプロトコル,次の通常攻撃が追加ダメージを与え、移動速度が増加する。このスキルは少しの間だけ再発動することが可能で、再発動までの間に一定の間隔を置くと追加ダメージが大きく増加する。,/img/spell/CamilleQ.png
108,22,W,タクティカルスイープ,少し間を置いてから扇状の範囲に攻撃を行ってダメージを与える。攻撃範囲の外側半分にいた敵ユニットにはスロウ効果と追加ダメージを与え、また同時に自身を回復する。,/img/spell/CamilleW.png
109,22,E,フックショット,壁に飛びついてから跳躍して、着地時に敵チャンピオンをノックアップする。,/img/spell/CamilleE.png
110,22,R,ヘクステック・アルティメイタム,指定した敵チャンピオンに向かってダッシュして、対象を一定エリア内に閉じ込める。さらに通常攻撃がその対象に追加魔法ダメージを与えるようになる。,/img/spell/CamilleR.png
111,23,P,妖艶な蛇行,カシオペアは獲得するあらゆる移動速度ボーナスの効果が増加する。,/img/spell/Cassiopeia_Passive.png
112,23,Q,ノクサスブラスト,発動から一瞬遅れて指定地点に強力な毒を噴出させる。このスキルがチャンピオンに命中すると、自身の移動速度が増加する。,/img/spell/CassiopeiaQ.png
113,23,W,ミアズマ,多数の毒霧を発生させ、その範囲に足を踏み入れた敵にスロウ効果と釘付け効果に加え、軽度のダメージを与える。釘付け効果を受けた敵は、移動スキルを使用することができない。,/img/spell/CassiopeiaW.png
114,23,E,ツインファング,毒に侵された対象に対してダメージが増加する攻撃を繰り出す。与えたダメージの一定割合分、自身の体力を回復する。また、このスキルで対象を倒すと自身のマナを回復する。,/img/spell/CassiopeiaE.png
115,23,R,石化の魔眼,石化の魔眼を開放し、扇形範囲内で自身のほうを向いている敵にスタン効果を付与する。<br>自身に背を向けている敵にはスロウ効果を付与する。,/img/spell/CassiopeiaR.png
116,24,P,暴食,敵ユニットを倒すたびに体力とマナが回復する。<br>この回復量はチョ＝ガスのレベルに応じて増加する。,/img/spell/GreenTerror_TailSpike.png
117,24,Q,ラプチャー,指定地点に下から突き出るようにトゲを発生させる。効果範囲内の敵ユニットをノックアップさせてダメージを与え、スロウ効果を付与する。,/img/spell/Rupture.png
118,24,W,スクリーム,扇形の範囲内にいる敵に恐ろしい叫声を浴びせ、魔法ダメージと数秒間のサイレンス効果を与える。,/img/spell/FeralScream.png
119,24,E,ヴォーパルスパイク,通常攻撃時に鋭いトゲを発射し、自身の前方にいる敵ユニットにダメージとスロウ効果を与える。,/img/spell/VorpalSpikes.png
120,24,R,捕食,敵ユニットを「捕食」して高い確定ダメージを与える。このスキルで敵ユニットを倒すと自身は巨大化して、最大体力が増加する。,/img/spell/Feast.png
121,25,P,ヘクステック榴散弾,通常攻撃ダメージの一定割合を追加<trueDamage>確定ダメージ</trueDamage>として与える。,/img/spell/Corki_RapidReload.png
